entry_time,exit_time,direction,contracts,entry_price,exit_price,stop_price,exit_reason,pnl_gross,pnl_net,hold_bars
2023-12-21 00:00:00+00:00,2023-12-22 00:00:00+00:00,LONG,1,758.0976426463905,770.7022259350978,736.2353017824148,EOD_FLAT,126.05,121.8,1
2023-12-22 00:00:00+00:00,2023-12-22 00:00:00+00:00,SHORT,3,757.3945268326302,750.3052219212585,750.2052219212585,STOP_HIT,212.68,199.93,0
2024-01-30 00:00:00+00:00,2024-01-31 00:00:00+00:00,LONG,1,775.7274498699438,760.0392322545026,753.5811632933294,EOD_FLAT,-156.88,-161.13,1
2024-01-31 00:00:00+00:00,2024-02-01 00:00:00+00:00,LONG,1,774.3714910345717,771.1246065474793,740.5040621516076,EOD_FLAT,-32.47,-36.72,1
2024-02-01 00:00:00+00:00,2024-02-02 00:00:00+00:00,LONG,2,766.5600099999399,776.4544847004224,751.5425279956805,EOD_FLAT,197.89,189.39,1
2024-02-02 00:00:00+00:00,2024-02-02 00:00:00+00:00,SHORT,2,771.9264787710838,757.4079819174653,757.3079819174653,STOP_HIT,290.37,281.87,0
2024-04-04 00:00:00+00:00,2024-04-05 00:00:00+00:00,LONG,1,815.2258084432592,807.9784930157789,791.456724202045,EOD_FLAT,-72.47,-76.72,1
2024-04-05 00:00:00+00:00,2024-04-08 00:00:00+00:00,LONG,1,810.5998163720113,808.1273698893344,788.6956665485736,EOD_FLAT,-24.72,-28.97,3
2024-04-08 00:00:00+00:00,2024-04-09 00:00:00+00:00,LONG,2,804.6598175817413,804.6931474019648,788.5721742349579,EOD_FLAT,0.67,-7.83,1
2024-04-09 00:00:00+00:00,2024-04-10 00:00:00+00:00,LONG,1,808.7145330840724,795.2116757625357,785.6487982559371,EOD_FLAT,-135.03,-139.28,1
2024-04-10 00:00:00+00:00,2024-04-11 00:00:00+00:00,LONG,1,804.3546410343657,800.4074291594251,775.4084103328777,EOD_FLAT,-39.47,-43.72,1
2024-04-11 00:00:00+00:00,2024-04-12 00:00:00+00:00,LONG,2,790.4868852175118,805.4590069393628,779.8571375586183,EOD_FLAT,299.44,290.94,1
2024-04-12 00:00:00+00:00,2024-04-15 00:00:00+00:00,LONG,2,801.9386279019396,811.1421584455841,785.1628258097294,EOD_FLAT,184.07,175.57,3
2024-04-15 00:00:00+00:00,2024-04-15 00:00:00+00:00,SHORT,2,808.0063162526147,791.0481057257106,790.9481057257105,STOP_HIT,339.16,330.66,0
2024-07-04 00:00:00+00:00,2024-07-05 00:00:00+00:00,LONG,1,831.3515650316068,819.9916216673836,796.6339754612821,EOD_FLAT,-113.6,-117.85,1
2024-07-05 00:00:00+00:00,2024-07-08 00:00:00+00:00,LONG,1,829.8915749802645,822.7612094538404,791.1251865548469,EOD_FLAT,-71.3,-75.55,3
2024-07-08 00:00:00+00:00,2024-07-09 00:00:00+00:00,LONG,1,821.1805986622148,824.9262562869283,795.2594760184542,EOD_FLAT,37.46,33.21,1
2024-07-09 00:00:00+00:00,2024-07-10 00:00:00+00:00,LONG,1,828.2844098073352,831.0912674458591,798.6354210838546,EOD_FLAT,28.07,23.82,1
2024-07-10 00:00:00+00:00,2024-07-10 00:00:00+00:00,SHORT,1,827.3509529024882,805.4590226918504,805.3590226918503,STOP_HIT,218.92,214.67,0
2024-10-24 00:00:00+00:00,2024-10-25 00:00:00+00:00,LONG,1,836.9450365885756,833.7901473312063,806.8154071623638,EOD_FLAT,-31.55,-35.8,1
2024-10-25 00:00:00+00:00,2024-10-28 00:00:00+00:00,LONG,1,835.9586006373125,847.3260676593774,809.5925106035518,EOD_FLAT,113.67,109.42,3
2024-10-28 00:00:00+00:00,2024-10-28 00:00:00+00:00,SHORT,2,831.609958569588,821.5962387501719,821.4962387501719,STOP_HIT,200.27,191.77,0
